Province	City	District	Area Code	CIty Code
Jawa Barat	Kota Cirebon	Kejaksan	CBN10035	CBN
Jawa Timur	Kab. Pasuruan	Kejayan	PDN10006	PDN
Jawa Tengah	Kab. Purbalingga	Kejobong	SRG21710	SRG
Aceh	Kab. Aceh Tamiang	Kejuruan Muda	BTJ21303	BTJ
Kalimantan Barat	Kab. Sintang	Kelam Permai	PNK10420	PNK
Kepulauan Bangka Belitung	Kab. Bangka Barat	Kelapa	PGK10300	PGK
Dki Jakarta	Kota Administrasi Jakarta Utara	Kelapa Gading	CGK10401	CGK
Kepulauan Bangka Belitung	Kab. Belitung Timur	Kelapa Kampit	TJQ10103	TJQ
Nusa Tenggara Timur	Kota Kupang	Kelapa Lima	KOE10030	KOE
Sulawesi Selatan	Kab. Jeneponto	Kelara	UPG20503	UPG
Kalimantan Timur	Kab. Berau	Kelay	BPN20203	BPN
Riau	Kab. Indragiri Hulu	Kelayang	PKU20313	PKU
Sumatera Selatan	Kab. Muara Enim	Kelekar	PLM20522	PLM
Papua	Kab. Jayawijaya	Kelila	DJJ20704	DJJ
Jambi	Kab. Kerinci	Keliling Danau	DJB20408	DJB
Nusa Tenggara Timur	Kab. Ende	Kelimutu	KOE20811	KOE
Jawa Tengah	Kab. Jepara	Keling	SRG10106	SRG
Kalimantan Selatan	Kab. Tabalong	Kelua	BDJ10404	BDJ
Sumatera Selatan	Kab. Musi Banyuasin	Keluang	PLM20817	PLM
Nusa Tenggara Timur	Kab. Flores Timur	Kelubagolit	KOE20416	KOE
Lampung	Kab. Tanggamus	Kelumbayan	TKG21310	TKG
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Hulu	BDJ10305	BDJ
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Selatan	BDJ10306	BDJ
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Tengah	BDJ10304	BDJ
Kalimantan Selatan	Kab. Kota Baru	Kelumpang Utara	BDJ10303	BDJ
Sulawesi Utara	Kab. Minahasa Utara	Kema	MDC20804	MDC
Jawa Tengah	Kab. Klaten	Kemalang	SOC20314	SOC
Jawa Barat	Kab. Bogor	Kemang	BOO20146	BOO
Jawa Tengah	Kab. Purbalingga	Kemangkon	SRG21711	SRG
Dki Jakarta	Kota Administrasi Jakarta Pusat	Kemayoran	CGK10304	CGK
Jawa Tengah	Kab. Jepara	Kembang	SRG10113	SRG
Kalimantan Timur	Kab. Kutai Kartanegara	Kembang Janggut	SMD20106	SMD
Aceh	Kab. Pidie	Kembang Tanjung	BTJ20408	BTJ
Dki Jakarta	Kota Administrasi Jakarta Barat	Kembangan	CGK10104	CGK
Jawa Timur	Kab. Lamongan	Kembangbahu	SUB10210	SUB
Jawa Tengah	Kab. Banyumas	Kembaran	SRG10411	SRG
Kalimantan Barat	Kab. Sanggau	Kembayan	PNK10207	PNK
Papua	Kab. Talikora	Kembu	DJJ21703	DJJ
Lampung	Kota Bandar Lampung	Kemiling	TKG10033	TKG
Jawa Tengah	Kab. Purworejo	Kemiri	MGL10310	MGL
Banten	Kab. Tangerang	Kemiri	TGR10121	TGR
Jawa Timur	Kab. Mojokerto	Kemlagi	MJK10008	MJK
Nusa Tenggara Barat	Kab. Dompu	Kempo	AMI20202	AMI
Jawa Tengah	Kab. Banyumas	Kemranjen	SRG10412	SRG
Papua	Kab. Jayapura	Kemtuk	DJJ10025	DJJ
Papua	Kab. Jayapura	Kemtuk Gresie	DJJ10007	DJJ
Sumatera Selatan	Kota Palembang	Kemuning	PLM10011	PLM
Riau	Kab. Indragiri Hilir	Kemuning	PKU20412	PKU
Jawa Tengah	Kab. Boyolali	Kemusu	SOC20107	SOC
Jawa Timur	Kab. Jember	Kencong	JBR10009	JBR
Sulawesi Utara	Kab. Kepulauan Sangihe	Kendahe	MDC20204	MDC
Jawa Tengah	Kab. Kendal	Kendal	SRG20800	SRG
Jawa Timur	Kab. Ngawi	Kendal	MDN20206	MDN
Sulawesi Tenggara	Kota Kendari	Kendar	KDI10016	KDI
Sulawesi Tenggara	Kota Kendari	Kendari	KDI10000	KDI
Kalimantan Barat	Kab. Ketapang	Kendawangan	PNK10102	PNK
Jawa Timur	Kab Situbondo	Kendit	PBL20210	PBL
Jawa Timur	Kab. Ngawi	Kendungan	MDN20217	MDN
Jawa Timur	Kab. Tuban	Kenduruan	SUB20905	SUB
Jawa Timur	Kota Surabaya	Kenjeran	SUB10012	SUB
Kalimantan Timur	Kab. Kutai Kartanegara	Kenohan	SMD20107	SMD
Papua	Kab. Jayawijaya	Kenyam	DJJ20717	DJJ
Nusa Tenggara Timur	Kab. Nagekeo	Keo Tengah	KOE21406	KOE
Bengkulu	Kab. Kepahiang	Kepahiang	BKS21200	BKS
Jawa Timur	Kab. Malang	Kepanjen	MXG20300	MXG
Jawa Timur	Kota Blitar	Kepanjenkidul	MXG20123	MXG
Riau	Kab. Rokan Hulu	Kepenuhan	PKU21103	PKU
Papua	Kab. Mappi	Kepi	NBX30400	NBX
Jawa Tengah	Kab. Wonosobo	Kepil	MGL10205	MGL
Jawa Tengah	Kab. Bojonegoro	Kepohbaru	SRG20410	SRG
Papua Barat	Kab. Raja Ampat	Kepulauan Ayau	SOQ20301	SOQ
Papua	Kab. Biak Numfor	Kepulauan Padaidio	DJJ20109	DJJ
Dki Jakarta	Kota Administrasi Kepulauan Seribu	Kepulauan Seribu Selatan	CGK10601	CGK
Dki Jakarta	Kota Administrasi Kepulauan Seribu	Kepulauan Seribu Utara	CGK10602	CGK
Jawa Timur	Kab. Kediri	Kepung	KDR10019	KDR
Sumatera Utara	Kab. Pakpak Barat	Kerajaan	MES22101	MES
Bali	Kab. Tabanan	Kerambitan	DPS20703	DPS
Jawa Timur	Kab. Tuban	Kerek	SUB20906	SUB
Riau	Kab. Siak	Kerinci Kanan	PKU21205	PKU
Riau	Kab. Indragiri Hilir	Keritang	PKU20405	PKU
Jawa Tengah	Kab. Karang Anyar	Kerjo	SOC20208	SOC
Bengkulu	Kab. Bengkulu Utara	Kerkap	BKS20109	BKS
Jawa Barat	Kab. Garut	Kersamanah	BDO20739	BDO
Jawa Tengah	Kab. Brebes	Kersana	SRG20506	SRG
Jawa Barat	Kab. Majalengka	Kertajati	CBN20308	CBN
Kalimantan Selatan	Kab. Banjar	Kertak Hanyar	BDJ20305	BDJ
Jawa Tengah	Kab. Purbalingga	Kertanegara	SRG21716	SRG
Sumatera Selatan	Kota Palembang	Kertapati	PLM10012	PLM
Jawa Barat	Kab. Bandung	Kertasari	BDO10116	BDO
Jawa Barat	Kab. Indramayu	Kertasemaya	CBN20112	CBN
Jawa Tengah	Kab. Wonosobo	Kertek	MGL10206	MGL
Jawa Timur	Kab. Nganjuk	Kertosono	SUB20414	SUB
Nusa Tenggara Barat	Kab. Lombok Timur	Keruak	AMI20402	AMI
Riau	Kab. Palalawan	Kerumutan	PKU21002	PKU
Jawa Timur	Kab. Blitar	Kesamben	MXG20108	MXG
Jawa Timur	Kab. Jombang	Kesamben	SUB20207	SUB
Jawa Barat	Kota Cirebon	Kesambi	CBN10036	CBN
Jawa Tengah	Kab. Pekalongan	Kesesi	SRG22208	SRG
Sulawesi Selatan	Kab. Tana Toraja Utara	Kesu	UPG20633	UPG
Jawa Tengah	Kab. Cilacap	Kesugihan	CXP10011	CXP
Bengkulu	Kab. Bengkulu Utara	Ketahun	BKS20110	BKS
Jawa Tengah	Kab. Brebes	Ketanggungan	SRG20507	SRG
Lampung	Kab. Lampung Selatan	Ketapang	TKG20108	TKG
Kalimantan Barat	Kab. Ketapang	Ketapang	PNK10100	PNK
Jawa Timur	Kab. Sampang	Ketapang	SUB20605	SUB
Aceh	Kab. Aceh Tengah	Ketol	BTJ20514	BTJ
Kalimantan Barat	Kab. Sintang	Ketungau Hilir	PNK10407	PNK
Kalimantan Barat	Kab. Sintang	Ketungau Hulu	PNK10409	PNK
Kalimantan Barat	Kab. Sintang	Ketungau Tengah	PNK10408	PNK
Nusa Tenggara Timur	Kab. Sikka	Kewapante	KOE20502	KOE
Jawa Barat	Bandung	Kiaracondong	BDO10055	BDO
Jawa Barat	Kab. Purwakarta	Kiarapedes	BDO20821	BDO
Banten	Kab. Serang	Kibin	CLG20511	CLG
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kie	KOE20715	KOE
Sumatera Selatan	Kab. Lahat	Kikim Barat	PLM20317	PLM
Sumatera Selatan	Kab. Lahat	Kikim Selatan	PLM20318	PLM
Sumatera Selatan	Kab. Lahat	Kikim Tengah	PLM20319	PLM
Sumatera Selatan	Kab. Lahat	Kikim Timur	PLM20320	PLM
Nusa Tenggara Barat	Kab. Dompu	Kilo	AMI20203	AMI
Papua	Kab. Merauke	Kimaam	DJJ20407	DJJ
Bengkulu	Kab. Kaur	Kinal	BKS21104	BKS
Sumatera Barat	Kab. Pasaman Barat	Kinali	PDG21502	PDG
Sulawesi Selatan	Kab. Bulukumba	Kindang	UPG20307	UPG
Bali	Kab. Bangli	Kintamani	DPS20201	DPS
Kalimantan Selatan	Kab. Tanah Laut	Kintap	BDJ20403	BDJ
Sulawesi Tengah	Kab. Banggai	Kintom	PLW20107	PLW
Sumatera Selatan	Kab. Ogan Komering Ulu Selatan	Kisam Tinggi	PLM21505	PLM
Sumatera Utara	Kab. Asahan	Kisaran	MES10100	MES
Sumatera Utara	Kab. Asahan	Kisaran Barat	MES10126	MES
Sumatera Utara	Kab. Asahan	Kisaran Timur	MES10127	MES
Jawa Tengah	Kab. Wonogiri	Kismantoro	SOC20613	SOC
Papua	Kab. Pegunungan Bintang	Kiwirok	DJJ21304	DJJ
Jawa Timur	Kab. Bondowoso	Klabang	JBR20204	JBR
Jawa Timur	Kab. Lumajang	Klakah	PBL20104	PBL
Jawa Tengah	Kab. Grobogan	Klambu	SRG21109	SRG
Papua Barat	Kab. Sorong	Klamono	SOQ10022	SOQ
Jawa Timur	Kab. Bangkalan	Klampis	SUB20107	SUB
Jawa Barat	Kab. Cirebon	Klangenan	CBN20420	CBN
Jawa Barat	Kab. Bogor	Klapanunggal	BOO20147	BOO
Jawa Barat	Kab. Karawang	Klari	KRW10006	KRW
Jawa Tengah	Kab. Klaten	Klaten	SOC20300	SOC
Jawa Tengah	Kab. Klaten	Klaten Selatan	SOC20324	SOC
Jawa Tengah	Kab. Klaten	Klaten Tengah	SOC20325	SOC
Jawa Tengah	Kab. Klaten	Klaten Utara	SOC20326	SOC
Jawa Tengah	Kab. Temanggung	Kledung	MGL10416	MGL
Jawa Tengah	Kab. Boyolali	Klego	SOC20108	SOC
Jawa Tengah	Kab. Kebumen	Klirong	MGL10107	MGL
Jawa Timur	Kota Malang	Klojen	MXG10037	MXG
Aceh	Kab. Aceh Selatan	Kluet Selatan	BTJ20605	BTJ
Aceh	Kab. Aceh Selatan	Kluet Tengah	BTJ20620	BTJ
Aceh	Kab. Aceh Selatan	Kluet Timur	BTJ20621	BTJ
Aceh	Kab. Aceh Selatan	Kluet Utara	BTJ20603	BTJ
Bali	Kab. Klungkung	Klungkung	DPS20502	DPS
Kepulauan Bangka Belitung	Kab. Bangka Tengah	Koba	PGK10400	PGK
Papua	Kab. Jayawijaya	Kobakma	DJJ20718	DJJ
Nusa Tenggara Timur	Kab. Belu	Kobalima	KOE20101	KOE
Sulawesi Tenggara	Kab. Kolaka Utara	Kodeoha	KDI20702	KDI
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi	KOE21601	KOE
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi Bangedo	KOE21604	KOE
Nusa Tenggara Timur	Kab. Sumba Barat Daya	Kodi Utara	KOE21605	KOE
Papua Barat	Kab. Raja Ampat	Kofiau	SOQ20302	SOQ
Dki Jakarta	Kota Administrasi Jakarta Utara	Koja	CGK10402	CGK
Sulawesi Tenggara	Kab. Kota Bau-Bau	Kokalukuna	KDI20121	KDI
D.I. Yogyakarta	Kab. Kulon Progo	Kokap	JOG20404	JOG
Papua Barat	Kab. Fak-Fak	Kokas	SOQ20003	SOQ
Papua Barat	Kab. Sorong Selatan	Kokoda	SOQ20408	SOQ
Jawa Timur	Kab. Bangkalan	Kokop	SUB20108	SUB
Sulawesi Tenggara	Kab. Kolaka	Kolaka	KDI20200	KDI
Sumatera Utara	Kab. Tapanuli Tengah	Kolang	MES10202	MES
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Kolono	KDI20802	KDI
Nusa Tenggara Timur	Kab. Manggarai	Komba	KOE20616	KOE
Sulawesi Utara	Kab. Minahasa	Kombi	MDC20305	MDC
Nusa Tenggara Timur	Kab. Manggarai Barat	Komodo	KOE21201	KOE
Jawa Timur	Kab. Bangkalan	Konang	SUB20109	SUB
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Konda	KDI20803	KDI
Kalimantan Timur	Kab. Kutai Timur	Kongbeng	BTG20108	BTG
Sulawesi Tenggara	Kab. Muna	Kontunaga	KDI20320	KDI
Nusa Tenggara Barat	Kab. Lombok Tengah	Kopang	AMI20304	AMI
Banten	Kab. Serang	Kopo	CLG20512	CLG
Maluku	Kab. Maluku Tenggara Barat	Kormomolin	AMQ20802	AMQ
Banten	Kab. Tangerang	Kosambi /Salembaran Jati	TGR10122	TGR
Sumatera Selatan	Kab. Lahat	Kota Agung	PLM20321	PLM
Lampung	Kab. Tanggamus	Kota Agung	TKG21300	TKG
Aceh	Kab. Aceh Singkil	Kota Baharu	BTJ21203	BTJ
Kalimantan Timur	Kab. Kutai Kartanegara	Kota Bangun	SMD20108	SMD
Gorontalo	Kota Gorontalo	Kota Barat	GTO10009	GTO
Kalimantan Selatan	Kab. Kota Baru	Kota Baru	BDJ10300	BDJ
Jambi	Kota Jambi	Kota Baru	DJB10014	DJB
Kalimantan Tengah	Kab. Kotawaringin Timur	Kota Besi	PKY20802	PKY
Lampung	Kab. Lampung Tengah	Kota Gajah	TKG20915	TKG
Aceh	Kab. Bireuen	Kota Juang	BTJ20111	BTJ
Sumatera Selatan	Kab. Ogan Komering Ilir	Kota Kayu Agung	PLM20200	PLM
Bengkulu	Kab. Bengkulu Selatan	Kota Manna	BKS20300	BKS
Maluku	Kab. Maluku Tengah	Kota Masohi	AMQ20100	AMQ
Bengkulu	Kab. Rejang Lebong	Kota Padang	BKS20205	BKS
Sumatera Utara	Kab. Labuhan Batu	Kota Pinang	MES20704	MES
Gorontalo	Kota Gorontalo	Kota Selatan	GTO10010	GTO
Gorontalo	Kota Gorontalo	Kota Timur	GTO10011	GTO
Gorontalo	Kota Gorontalo	Kota Utara	GTO10012	GTO
Kalimantan Tengah	Kab. Kotawaringin Barat	Kota Waringin Lama	PKY20706	PKY
Jawa Timur	Kab. Probolinggo	Kotaanyar	PBL10006	PBL
Nusa Tenggara Timur	Kab. Ende	Kotabaru	KOE20812	KOE
Jawa Barat	Kab. Karawang	Kotabaru	KRW10025	KRW
Lampung	Kab. Lampung Utara	Kotabumi	TKG20200	TKG
Lampung	Kab. Lampung Utara	Kotabumi Selatan	TKG20230	TKG
Lampung	Kab. Lampung Utara	Kotabumi Utara	TKG20231	TKG
Sulawesi Utara	Kab. Bolaang Mongondow	Kotabunan	MDC20107	MDC
D.I. Yogyakarta	Kota Yogyakarta	Kotagede	JOG10007	JOG
Sulawesi Utara	Kab. Bolaang Mongondow	Kotamobagu	MDC20100	MDC
Sumatera Utara	Kab. Mandailing Natal	Kotanopan	MES21704	MES
Sumatera Utara	Kab. Serdang Bedagai	Kotarih	MES22304	MES
Sumatera Barat	Kab. Dharmasraya	Koto Baru	PDG21201	PDG
Riau	Kab. Siak	Koto Gasip	PKU21206	PKU
Sumatera Barat	Kab. Solok Selatan	Koto Parik Gadang Diateh	PDG21801	PDG
Sumatera Barat	Kota Padang	Koto Tangah	PDG10009	PDG
Sumatera Barat	Kab. Sijunjung	Koto Tujuh	PDG21901	PDG
Sumatera Barat	Kab. Pesisir Selatan	Koto Xi Tarusan	PDG20505	PDG
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kot'olin	KOE20716	KOE
Papua	Kab. Boven Digoel	Kouh	DJJ20903	DJJ
Jawa Tengah	Kab. Grobogan	Kradenan	SRG21110	SRG
Jawa Tengah	Kab. Blora	Kradenan /menden	SRG20313	SRG
Jawa Tengah	Kab. Rembang	Kragan	SRG21204	SRG
Banten	Kab. Serang	Kragilan	CLG20513	CLG
Jawa Timur	Kab. Probolinggo	Kraksaan	PBL10007	PBL
Jawa Tengah	Kab. Tegal	Kramat	SRG21413	SRG
Dki Jakarta	Kota Administrasi Jakarta Timur	Kramat Jati	CGK10506	CGK
Jawa Barat	Kab. Kuningan	Kramatmulya	CBN20221	CBN
Banten	Kab. Serang	Kramatwatu	CLG20514	CLG
Jawa Tengah	Kab. Temanggung	Kranggan	MGL10407	MGL
Jawa Barat	Kab. Indramayu	Krangkeng	CBN20113	CBN
Jawa Timur	Kab. Kediri	Kras	KDR10005	KDR
D.I. Yogyakarta	Kota Yogyakarta	Kraton	JOG10008	JOG
Jawa Timur	Kab. Pasuruan	Kraton	PDN10007	PDN
Kalimantan Timur	Kab. Nunukan	Krayan	TRK20301	TRK
Kalimantan Timur	Kab. Nunukan	Krayan Selatan	TRK20303	TRK
Jawa Timur	Kab. Probolinggo	Krejengan	PBL10008	PBL
Jawa Timur	Kota Surabaya	Krembangan	SUB10013	SUB
Jawa Timur	Kab. Sidoarjo	Krembung	SUB20706	SUB
Banten	Kab. Tangerang	Kresek	TGR10106	TGR
D.I. Yogyakarta	Kab. Bantul	Kretek	JOG20105	JOG
Jawa Timur	Kab. Sidoarjo	Krian	SUB20719	SUB
Jawa Timur	Kab. Malang	Kromengan	MXG20312	MXG
Banten	Kab. Tangerang	Kronjo	TGR10105	TGR
Jawa Barat	Kab. Indramayu	Kroya	CBN20114	CBN
Jawa Tengah	Kab. Cilacap	Kroya	CXP10012	CXP
Jawa Timur	Kab. Probolinggo	Krucil	PBL10009	PBL
Aceh	Kab. Aceh Besar	Krueng Barona Jaya	BTJ10315	BTJ
Aceh	Kab. Aceh Jaya	Krueng Sabee/Calang	BTJ21100	BTJ
Aceh	Kab. Bireuen	Kuala	BTJ20107	BTJ
Aceh	Kab. Nagan Raya	Kuala	BTJ21803	BTJ
Sumatera Utara	Kab. Langkat	Kuala	MES20917	MES
Aceh	Kab. Aceh Barat Daya	Kuala Batee	BTJ21002	BTJ
Kalimantan Barat	Kab. Landak	Kuala Behe	PNK20707	PNK
Riau	Kab. Indragiri Hilir	Kuala Indragiri	PKU20406	PKU
Riau	Kab. Palalawan	Kuala Kampar	PKU21003	PKU
Kalimantan Tengah	Kab. Kapuas	Kuala Kapuas	PKY20300	PKY
Papua	Kab. Mimika	Kuala Kencana	TIM10004	TIM
Kalimantan Tengah	Kab. Gunung Mas	Kuala Kurun	PKY20400	PKY
Kalimantan Barat	Kab. Kubu Raya	Kuala Mandor	PNK21201	PNK
Kalimantan Tengah	Kab. Seruyan	Kuala Pembuang	PKY20500	PKY
Aceh	Kab. Aceh Tamiang	Kuala Simpang	BTJ21300	BTJ
Jambi	Kab. Tanjung Jabung Barat	Kualatungkal	DJB10100	DJB
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kualin	KOE20717	KOE
Sumatera Utara	Kab. Labuhan Batu	Kualuh Hilir	MES20706	MES
Sumatera Utara	Kab. Labuhan Batu	Kualuh Hulu	MES20705	MES
Sumatera Utara	Kab. Labuhan Batu	Kualuh Leidong	MES20716	MES
Sumatera Utara	Kab. Labuhan Batu	Kualuh Selatan	MES20717	MES
Nusa Tenggara Timur	Kab. Timor Tengah Selatan	Kuan Fatu	KOE20718	KOE
Riau	Kab. Kuantan Sengingi	Kuantan Hilir	PKU20901	PKU
Riau	Kab. Kuantan Sengingi	Kuantan Mudik	PKU20902	PKU
Riau	Kab. Kuantan Sengingi	Kuantan Tengah	PKU20908	PKU
Kalimantan Timur	Kab. Paser	Kuaro	BPN20102	BPN
Riau	Kab. Rokan Hilir	Kubu	PKU20502	PKU
Bali	Kab. Karangasem	Kubu	DPS20103	DPS
Kalimantan Barat	Kab. Pontianak	Kubu	PNK20902	PNK
Kalimantan Barat	Kab. Kubu Raya	Kubu Raya	PNK21200	PNK
Sumatera Barat	Kab. Solok	Kubung	PDG21709	PDG
Bali	Kab. Buleleng	Kubutambahan	DPS20604	DPS
Jawa Timur	Kab. Jombang	Kudu	SUB20208	SUB
Jawa Tengah	Kab. Kudus	Kudus	SRG10200	SRG
Sulawesi Tengah	Kab. Donggala	Kulawi	PLW20704	PLW
Sulawesi Tenggara	Kab. Muna	Kulisusu	KDI20306	KDI
Sulawesi Tenggara	Kab. Muna	Kulisusu Barat	KDI20321	KDI
Sulawesi Tenggara	Kab. Muna	Kulisusu Utara	KDI20322	KDI
Sulawesi Selatan	Kab. Sindenreng Rappang	Kulo	UPG21307	UPG
Kalimantan Tengah	Kab. Kotawaringin Barat	Kumai	PKY20707	PKY
Jambi	Kab. Muaro Jambi	Kumpeh	DJB20602	DJB
Jambi	Kab. Muaro Jambi	Kumpeh Ulu	DJB20603	DJB
Kepulauan Riau	Kab. Karimun	Kundur	BTH10403	BTH
Kepulauan Riau	Kab. Karimun	Kundur Barat	BTH10404	BTH
Kepulauan Riau	Kab. Karimun	Kundur Utara	BTH10405	BTH
Jawa Tengah	Kab. Blora	Kunduran	SRG20305	SRG
Jawa Barat	Kab. Kuningan	Kuningan	CBN20200	CBN
Jawa Timur	Kab. Lumajang	Kunir	PBL20106	PBL
Jawa Timur	Kab. Kediri	Kunjang	KDR10006	KDR
Riau	Kab. Rokan Hulu	Kuntodarussalam	PKU21104	PKU
Nusa Tenggara Timur	Kota Kupang	Kupang	KOE10000	KOE
Nusa Tenggara Timur	Kab. Kupang	Kupang Barat	KOE21914	KOE
Nusa Tenggara Timur	Kab. Kupang	Kupang Tengah	KOE21915	KOE
Nusa Tenggara Timur	Kab. Kupang	Kupang Timur	KOE21916	KOE
Sumatera Barat	Kab. Sijunjung	Kupitan	PDG21905	PDG
Sumatera Barat	Kota Padang	Kuranji	PDG10010	PDG
Kalimantan Selatan	Kab. Tanah Laut	Kurau	BDJ20404	BDJ
Papua Barat	Kab. Teluk Bintuni	Kuri	SOQ20505	SOQ
Papua	Kab. Merauke	Kurik	DJJ20421	DJJ
Papua	Kab. Yahukimo	Kurima	DJJ21902	DJJ
Kalimantan Selatan	Kab. Barito Kuala	Kuripan	BDJ20207	BDJ
Jawa Timur	Kab. Probolinggo	Kuripan	PBL10010	PBL
Nusa Tenggara Barat	Kab. Lombok Barat	Kuripan	AMI20811	AMI
Sulawesi Selatan	Kab. Tana Toraja	Kurra	UPG20617	UPG
Papua	Kab. Jayawijaya	Kurulu	DJJ20705	DJJ
Sulawesi Tenggara	Kab. Muna	Kusambi	KDI20323	KDI
Kalimantan Selatan	Kab. Tanah Bambu	Kusan Hilir	BDJ21301	BDJ
Kalimantan Selatan	Kab. Tanah Bambu	Kusan Hulu	BDJ21302	BDJ
Bali	Kab. Badung	Kuta	DPS21102	DPS
Aceh	Kota Banda Aceh	Kuta Alam	BTJ10020	BTJ
Aceh	Kab. Aceh Besar	Kuta Baro	BTJ10305	BTJ
Aceh	Kab. Bireuen	Kuta Blang	BTJ20112	BTJ
Sumatera Utara	Kab. Karo	Kuta Buluh	MES20804	MES
Aceh	Kab. Aceh Besar	Kuta Cot Glie	BTJ10316	BTJ
Aceh	Kab. Aceh Utara	Kuta Makmur	BTJ21505	BTJ
Aceh	Kab. Aceh Besar	Kuta Malaka	BTJ10317	BTJ
Aceh	Kab. Gayo Lues	Kuta Panjang	BTJ21701	BTJ
Aceh	Kota Banda Aceh	Kuta Raja	BTJ10021	BTJ
Aceh	Kab. Aceh Tenggara	Kutacane	BTJ20200	BTJ
Sumatera Utara	Kab. Deli Serdang	Kutalimbaru	MES10603	MES
Jawa Tengah	Kab. Purbalingga	Kutasari	SRG21712	SRG
Jawa Barat	Kab. Karawang	Kutawaluya	KRW10026	KRW
Aceh	Kab. Aceh Tengah	Kute Panang	BTJ20515	BTJ
Jawa Tengah	Kab. Purworejo	Kutoarjo	MGL10309	MGL
Jawa Timur	Kab. Mojokerto	Kutorejo	MJK10009	MJK
Jawa Tengah	Kab. Kebumen	Kutowinangun	MGL10108	MGL
Jawa Tengah	Kab. Kebumen	Kuwarasan	MGL10109	MGL
Nusa Tenggara Timur	Kab. Manggarai Barat	Kuwus	KOE21202	KOE
Jawa Timur	Kab. Ngawi	Kwadungan	MDN20207	MDN
Gorontalo	Kab. Gorontalo Utara	Kwandang	GTO20400	GTO
Jawa Timur	Kab. Bangkalan	Kwanyar	SUB20106	SUB
Sulawesi Selatan	Kab. Pangkajene Kepulauan	Labakkang	UPG22103	UPG
Jawa Timur	Kab. Bangkalan	Labang	SUB20110	SUB
Nusa Tenggara Barat	Kab. Sumbawa	Labangka	AMI20515	AMI
Nusa Tenggara Barat	Kab. Lombok Barat	Labu Api	AMI20804	AMI
Banten	Kab. Pandeglang	Labuan	CLG20113	CLG
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Labuan Amas Selatan	BDJ10105	BDJ
Kalimantan Selatan	Kab. Hulu Sungai Tengah	Labuan Amas Utara	BDJ10106	BDJ
Nusa Tenggara Timur	Kab. Manggarai Barat	Labuan Bajo	KOE21200	KOE
Maluku Utara	Kab. Halmahera Selatan	Labuha	TTE20300	TTE
Nusa Tenggara Barat	Kab. Sumbawa	Labuhan Badas	AMI20516	AMI
Sumatera Utara	Kab. Deli Serdang	Labuhan Deli	MES10604	MES
Aceh	Kab. Aceh Selatan	Labuhan Haji	BTJ20606	BTJ
Nusa Tenggara Barat	Kab. Lombok Timur	Labuhan Haji	AMI20421	AMI
Aceh	Kab. Aceh Selatan	Labuhan Haji Barat	BTJ20622	BTJ
Aceh	Kab. Aceh Selatan	Labuhan Haji Timur	BTJ20623	BTJ
Lampung	Kab. Lampung Timur	Labuhan Maringgai	TKG21003	TKG
Lampung	Kab. Lampung Timur	Labuhan Ratu	TKG21014	TKG
Sulawesi Tenggara	Kab. Kolaka	Ladongi	KDI20202	KDI
Sumatera Utara	Kab. Dairi	Lae Parira	MES10314	MES
Sulawesi Tengah	Kab. Poso	Lage	PLW20206	PLW
Kepulauan Riau	Kab. Bintan	Lagoi	TNJ10107	TNJ
Sumatera Utara	Kab. Toba Samosir	Lagu Boti	MES20103	MES
Sumatera Selatan	Kab. Lahat	Lahat	PLM20300	PLM
Kalimantan Selatan	Kab. Barito Utara	Lahei	BDJ20703	BDJ
Sumatera Utara	Kab. Nias	Lahewa	MES20308	MES
Sumatera Utara	Kab. Nias Selatan	Lahusa	MES21804	MES
Sulawesi Tenggara	Kab. Konawe Utara/ Selatan	Lainea	KDI20804	KDI
Bengkulu	Kab. Bengkulu Utara	Lais	BKS20103	BKS
Sumatera Selatan	Kab. Musi Banyuasin	Lais	PLM20818	PLM
Jawa Timur	Kota Surabaya	Lakarsantri	SUB10014	SUB
Jawa Barat	Kab. Ciamis	Lakbok	BDO20520	BDO
Sulawesi Tenggara	Kab. Buton & Buton Utara	Lakudo	KDI20606	KDI
Sulawesi Selatan	Kab. Soppeng	Lalabata	UPG21907	UPG
Nusa Tenggara Timur	Kab. Belu	Lamakmen	KOE20102	KOE
Sulawesi Tengah	Kab. Banggai	Lamala	PLW20109	PLW
Kalimantan Tengah	Kab. Lamandau	Lamandau	PKY21103	PKY
Sulawesi Selatan	Kab. Luwu Utara	Lamasi	UPG23106	UPG
Nusa Tenggara Timur	Kab. Manggarai Timur	Lamba Leda	KOE21302	KOE
Sulawesi Tenggara	Kab. Kolaka	Lambadia	KDI20214	KDI
Nusa Tenggara Timur	Kab. Manggarai	Lambaleda	KOE20611	KOE
Nusa Tenggara Barat	Kab. Bima	Lambu	AMI21105	AMI
